65,41,238
66,40,892
66,30,926
66,33,134
66,27,950
66,36,24
67,6,940
67,22,387
67,41,313
67,8,5
68,3,662
68,2,150
68,28,948
68,31,484
68,48,878
69,33,35
69,16,66
69,40,838
69,42,467
70,31,504
70,37,144
70,49,313
70,44,983
70,8,760
71,7,335
71,24,341
71,4,144
71,42,423
71,22,901
72,8,146
72,36,63
72,15,285
73,5,313
73,46,513
74,1,740
74,34,708
75,30,596
75,27,439
75,2,576
75,24,325
75,40,609
76,19,44
76,42,37
76,18,835
77,44,31
78,22,380
78,47,925
78,35,686
78,4,959
79,19,835
79,34,523
80,36,696
80,20,606
80,8,721
81,17,233
81,35,474
81,23,548
81,40,547
82,46,850
83,26,860
83,4,42
83,42,829
83,20,560
84,20,715
84,36,335
85,30,268
86,29,109
86,38,965
87,31,831
87,24,714
87,9,622
88,11,136
89,7,547
89,27,342
89,10,742
89,22,146
90,27,688
91,44,366
91,44,175
92,39,558
92,21,217
92,30,551
92,33,590
92,43,162
93,46,484
93,16,105
94,34,857
94,15,795
94,20,826
94,14,120
95,39,553
96,38,41
96,46,48
96,38,384
96,36,477
96,6,533
97,21,294
97,35,570
98,33,467
98,8,976
98,1,353
99,23,75
99,23,521
99,5,663
99,46,765
100,14,9
100,13,107
100,20,542
101,22,245
102,36,754
102,5,60
102,48,234
102,10,523
103,42,63
103,26,411
103,20,135
103,12,424
104,50,686
104,44,940
104,18,409
105,27,455
106,44,241
106,21,845
106,16,254
106,25,417
107,36,798
107,31,204
107,13,877
107,31,50
107,5,995
108,3,211
109,13,186
109,37,565
110,21,462
110,27,292
111,15,888
112,22,794
112,15,248
113,6,812
113,49,692
114,24,629
114,42,866
115,24,305
116,25,416
116,19,133
117,24,597
117,25,902
117,10,24
118,11,684
118,47,316
118,18,448
119,34,307
119,31,932
120,5,202
121,34,351
121,45,164
122,14,975
122,40,279
122,41,885
122,39,162
122,16,564
123,42,770
124,32,675
124,17,681
124,42,506
125,31,517
126,45,146
126,21,620
126,45,131
127,42,191
127,10,794
127,37,747
127,47,483
128,12,14
128,49,211
128,40,474
128,27,62
128,22,787
129,15,75
129,20,849
129,18,615
130,17,973
131,8,524
131,9,432
132,19,565
132,6,782
132,8,842
133,33,384
133,4,790
133,49,468
133,14,546
134,9,39
134,36,584
134,20,1
134,48,249
134,7,965
135,15,825
135,23,364
135,6,8
136,15,598
136,34,392
136,43,336
136,45,767
136,39,562
137,17,98
137,10,40
138,12,623
138,30,16
139,46,96
139,28,793
140,16,546
140,21,158
140,27,393
141,43,238
141,7,665
142,34,42
142,26,530
142,11,113
142,16,359
142,49,504
143,49,647
144,6,158
145,13,884
145,22,940
145,7,704
145,42,354
145,2,863
146,43,255
146,17,678
146,3,206
146,21,956
146,22,461
147,42,442
147,3,269
148,37,253
148,18,551
149,17,985
149,14,74
149,47,762
149,9,562
150,35,971
150,4,877
150,15,868
150,5,838
151,22,795
151,29,449
152,26,855
153,28,942
153,27,709
153,29,354
153,47,753
153,23,607
154,4,255
154,5,746
154,41,829
154,33,84
154,43,857
155,10,913
155,4,367
155,50,345
155,23,727
155,3,670
156,11,744
156,15,541
156,9,551
156,50,909
156,2,113
157,13,780
158,1,41
158,34,545
158,37,864
158,2,196
158,1,204
159,11,558
159,48,734
160,50,419
160,31,795
160,45,275
160,35,93
161,29,831
161,15,204
162,8,431
163,12,95
163,16,113
164,9,537
164,12,953
164,24,503
165,33,518
166,2,641
166,29,530
167,11,256
167,4,235
167,49,650
168,14,409
169,17,12
169,14,78
169,46,530
169,50,778
169,31,150
170,19,55
170,25,41
170,22,621
171,31,542
171,20,702
171,38,897
171,24,859
171,24,470
172,35,245
172,32,680
172,37,834
173,21,852
174,10,274
174,47,460
174,6,999
175,45,472
175,14,620
175,16,188
175,14,619
176,32,85
176,4,954
176,20,261
177,28,736
177,2,412
177,39,599
177,18,294
177,30,171
178,33,1000
178,37,308
178,47,965
179,5,457
179,38,972
179,35,806
179,19,964
179,9,691
180,7,69
180,17,699
181,2,45
181,10,115
181,2,474
181,42,341
181,14,334
182,47,3
182,28,609
182,45,590
182,10,689
182,3,703
183,30,257
183,35,341
183,5,939
184,19,197
184,11,481
184,33,163
184,44,335
184,6,967
185,7,21
186,45,758
187,36,70
187,10,389
187,22,209
187,48,834
187,34,357
188,26,800
188,7,412
188,37,440
188,14,403
188,32,562
189,47,643
189,35,245
189,39,870
190,39,962
190,20,520
190,1,82
191,26,850
191,20,109
191,24,647
191,5,333
192,22,139
192,19,174
192,31,779
192,28,622
192,43,708
193,32,711
194,37,984
195,32,704
195,44,858
195,24,302
195,18,267
196,41,913
196,5,915
196,39,34
197,7,72
197,35,499
198,4,501
198,28,490
198,4,751
198,16,139
198,41,536
199,7,886
200,45,174
200,27,539
200,2,913
201,3,884
201,5,64
201,5,746
201,15,313
202,13,47
202,14,934
203,26,54
204,2,806
204,33,679
204,28,750
205,20,148
206,11,134
206,25,33
207,21,360
208,25,837
208,38,78
208,9,278
208,13,457
209,18,895
209,21,919
209,13,485
209,50,77
210,48,57
210,2,712
211,20,666
211,44,762
211,7,582
211,16,725
212,11,428
212,7,820
212,1,574
213,36,409
214,33,711
214,36,125
214,22,770
214,4,675
215,39,401
215,22,442
215,25,549
216,9,841
216,19,730
216,49,702
216,7,676
216,22,172
217,19,646
218,4,754
218,10,874
218,40,151
219,16,997
219,22,895
219,5,297
220,23,302
220,16,712
221,7,92
221,48,876
221,22,570
221,26,301
221,44,67
222,28,18
223,12,921
223,21,276
223,27,810
223,43,570
224,5,512
224,7,225
224,47,267
225,48,245
225,30,600
225,46,479
225,6,268
226,42,588
226,19,398
226,14,890
226,37,760
227,6,897
227,33,635
227,47,143
227,3,607
228,16,392
228,39,645
228,10,852
228,31,227
228,3,515
229,33,608
230,35,605
231,30,964
231,15,161
231,39,830
231,38,221
232,30,193
232,2,103
233,14,32
233,46,46
233,34,868
233,29,563
234,32,954
235,14,111
235,14,430
235,34,473
235,12,161
236,26,631
236,49,524
237,34,127
237,6,475
238,32,470
238,19,635
238,9,968
238,35,71
238,6,597
239,24,502
239,22,309
240,31,644
240,44,476
240,7,274
240,11,381
240,27,438
241,41,129
241,50,147
241,32,666
241,35,963
242,23,480
243,37,345
243,5,129
244,12,146
244,25,153
245,30,511
245,13,391
245,24,894
245,24,153
246,46,959
246,38,99
246,35,507
247,8,841
247,39,839
247,20,111
248,41,109
248,29,698
249,5,276
249,7,705
250,38,378
250,31,842
250,9,828
250,38,225
251,19,709
252,14,950
253,36,226
253,4,403
253,32,607
253,20,611
254,10,464
254,28,118
254,15,485
254,44,255
255,50,133
256,11,451
256,34,96
257,17,33
257,18,252
257,14,830
257,41,394
257,24,140
258,25,136
258,11,875
258,34,110
258,32,141
258,36,814
259,8,411
259,25,626
259,7,357
259,41,708
259,24,600
260,3,299
260,2,5
260,10,219
260,5,427
261,17,284
261,3,449
261,26,195
261,21,124
262,29,354
262,31,529
262,42,447
262,18,537
262,27,853
263,8,839
264,16,281
264,4,443
264,15,982
265,36,697
265,21,767
265,22,551
266,14,979
267,38,131
267,20,708
267,4,40
267,42,558
268,16,318
268,14,766
268,39,447
269,9,857
270,4,828
270,27,279
271,22,955
271,35,199
271,6,163
272,16,47
272,4,620
272,13,938
272,28,251
273,8,242
273,11,474
273,25,243
273,46,944
273,17,634
274,9,709
274,1,62
275,14,112
275,3,286
275,41,696
275,16,384
276,35,355
276,42,392
276,40,129
276,15,602
277,10,853
278,10,197
278,41,456
278,32,147
279,18,874
279,18,658
279,12,629
279,12,677
280,3,786
280,3,843
280,27,115
280,11,388
280,16,818
281,5,47
282,41,262
282,50,271
282,42,497
282,17,126
282,39,840
283,35,583
283,6,652
283,47,828
283,2,525
284,38,314
284,34,755
284,27,422
284,10,403
284,33,604
285,14,466
285,39,306
285,13,530
286,48,696
286,41,347
286,4,274
286,25,123
287,36,503
287,14,737
287,31,695
287,28,534
287,7,450
288,33,77
288,24,892
288,34,169
288,29,521
289,5,144
289,37,128
289,30,187
289,38,555
290,7,690
290,3,654
290,14,219
290,49,313
291,49,839
291,40,802
291,15,255
291,26,491
291,23,821
292,8,628
292,16,495
293,1,743
293,42,309
293,13,678
293,32,928
294,50,759
294,49,521
294,12,112
294,15,820
294,38,883
295,12,160
295,17,471
295,31,563
295,43,663
295,30,100
296,41,235
296,6,269
297,7,93
297,49,982
297,28,602
298,14,445
298,46,71
298,46,464
298,23,750
299,13,732
299,15,853
299,12,836
300,50,694
300,6,335
300,42,778
300,6,654
301,9,214
302,23,754
302,49,529
302,49,942
302,26,125
303,48,645
303,41,57
304,11,816
304,39,58
304,48,854
304,33,549
305,5,167
305,49,276
305,31,178
306,30,125
306,45,236
306,8,913
306,49,993
306,38,252
307,12,164
307,49,436
307,11,548
307,49,361
307,34,369
308,37,232
308,28,354
308,13,333
309,33,642
310,43,950
310,16,114
310,37,410
310,39,475
311,16,625
311,24,433
311,13,600
312,33,954
312,4,976
313,36,390
313,34,183
313,24,288
314,4,42
315,17,687
315,3,165
315,29,561
315,38,233
315,36,935
316,50,637
316,40,110
316,20,232
317,36,223
317,9,268
317,36,943
317,34,682
317,22,475
318,4,484
318,18,123
319,16,230
319,33,542
319,37,614
319,41,686
319,8,971
320,19,45
320,11,496
321,47,18
321,47,360
321,3,991
321,45,397
322,35,636
322,42,593
323,46,243
324,4,37
324,6,907
324,11,551
325,49,435
326,34,610
327,29,746
327,47,562
327,38,415
328,20,220
328,37,424
328,5,417
328,27,858
328,4,874
329,43,765
329,19,721
330,18,569
330,13,522
330,42,959
330,23,75
330,34,379
331,35,754
332,1,625
332,19,535
332,32,420
332,7,880
333,18,71
333,43,400
333,25,807
333,39,281
333,31,60
334,30,257
335,20,191
335,38,95
335,43,303
336,27,780
336,30,362
336,25,745
336,29,741
337,19,893
337,34,647
337,41,626
337,29,814
337,16,364
338,19,918
338,23,468
338,39,465
338,35,805
339,46,679
339,8,473
339,8,665
339,10,785
339,30,958
340,29,624
341,7,317
341,27,737
341,22,445
341,17,51
341,37,447
342,25,608
342,47,471
342,17,430
342,35,362
342,7,900
343,29,761
344,45,219
344,48,213
344,27,826
344,48,637
344,6,482
345,5,122
345,3,749
345,43,182
346,34,49
346,26,874
346,36,207
346,31,825
347,36,412
348,48,16
348,47,926
349,39,420
349,37,494
349,42,987
350,36,654
350,11,293
351,4,351
351,2,585
352,16,449
352,27,612
352,16,398
352,18,309
352,15,770
353,33,29
353,27,535
353,7,40
354,41,76
354,43,152
354,3,558
354,15,792
355,19,206
355,18,520
356,28,140
357,40,472
357,16,367
357,31,710
357,39,296
358,47,378
359,43,844
359,47,718
359,36,178
360,34,638
360,26,747
360,18,61
360,29,431
361,44,651
361,30,77
361,39,923
362,29,521
362,50,24
362,29,477
363,10,827
363,43,317
363,49,226
363,29,133
363,10,573
364,15,14
364,20,573
364,13,181
364,20,274
364,28,566
365,30,108
365,41,10
366,49,348
366,16,44
366,44,226
366,28,97
367,47,744
367,37,919
367,7,325
367,28,634
367,27,975
368,30,90
368,16,229
368,28,322
368,31,76
369,19,202
369,6,36
369,41,846
369,49,262
370,14,677
370,40,547
371,4,154
372,2,822
373,23,410
373,27,532
373,17,264
374,27,866
375,36,406
375,1,171
375,30,128
376,19,657
376,34,172
377,39,872
378,36,94
378,22,103
378,42,1000
378,30,628
379,37,678
380,10,430
380,7,647
381,40,773
381,11,590
381,6,726
381,11,525
381,45,139
382,45,459
382,7,14
382,25,879
382,41,299
383,1,65
384,17,174
384,30,403
385,50,863
385,3,786
385,21,313
386,48,58
386,30,698
387,19,529
387,48,899
387,11,697
387,41,76
388,14,727
389,42,666
389,50,25
389,32,274
389,8,19
389,44,742
390,10,832
390,25,483
391,28,856
391,10,13
391,43,667
392,3,817
392,15,861
392,39,309
392,36,3
393,33,459
393,38,735
393,30,190
393,42,160
394,7,741
394,46,746
395,20,954
395,17,959
395,1,306
395,38,737
396,15,625
396,22,775
396,24,761
396,47,658
397,10,66
398,12,837
398,28,938
398,27,439
398,44,141
398,15,645
399,16,613
400,12,197
400,24,905
401,18,505
401,12,503
401,48,129
402,39,807
402,34,657
402,12,492
402,38,424
402,3,849
403,28,362
404,45,471
404,21,572
404,38,787
404,42,43
405,30,445
405,17,387
405,40,235
405,46,551
405,39,675
406,17,797
406,34,715
406,7,568
406,11,361
407,12,263
407,50,308
407,44,52
407,44,569
408,28,348
408,20,905
408,13,377
408,2,122
409,40,752
409,34,272
410,24,377
410,50,168
410,9,274
410,43,527
410,48,849
411,1,78
412,41,544
412,7,943
413,20,486
413,49,198
413,22,660
414,44,750
414,12,799
414,40,230
414,33,54
415,30,697
415,44,38
415,3,660
416,40,613
416,29,30
417,2,292
417,6,304
417,49,168
417,48,682
417,43,253
418,30,893
418,22,653
418,10,195
418,23,608
418,4,8
419,32,104
419,34,692
419,31,465
420,23,165
420,14,704
420,38,127
420,44,713
420,45,342
421,49,639
421,12,489
422,12,938
422,24,66
422,43,506
423,39,190
423,17,389
423,39,878
423,27,679
423,1,836
424,15,329
424,12,617
424,41,451
424,19,893
424,44,588
425,19,188
425,6,259
425,47,590
425,3,922
425,39,839
426,45,153
426,3,701
427,35,148
427,34,303
427,26,715
428,2,54
429,23,887
429,4,20
429,10,722
430,30,118
430,45,148
430,1,657
430,32,907
431,26,732
432,9,6
433,31,594
434,1,908
434,12,165
435,29,738
435,21,192
435,7,343
435,35,940
436,29,361
436,21,530
436,16,12
436,23,938
437,18,469
438,38,635
438,17,182
439,12,418
439,11,520
439,29,372
440,3,95
440,22,777
440,28,699
440,46,288
440,47,748
441,27,866
441,44,913
442,6,998
442,32,891
442,30,184
442,33,158
442,25,134
443,49,721
444,12,483
444,43,531
444,50,605
445,29,158
445,33,130
445,30,708
445,33,685
445,49,561
446,25,194
446,36,239
446,15,704
446,30,906
446,23,341
447,18,723
447,29,19
447,17,111
447,17,202
447,44,968
448,33,412
449,31,226
449,22,287
449,48,945
449,48,270
449,35,510
450,7,581
450,7,496
450,37,3
450,10,846
450,10,86
451,8,307
451,35,976
451,15,956
451,20,254
452,29,350
453,12,759
454,40,226
455,36,54
456,2,63
456,4,848
456,29,654
456,37,976
456,14,834
457,4,584
458,20,29
458,35,824
458,40,982
458,15,996
459,22,912
459,43,987
459,47,276
459,16,61
460,36,602
460,24,348
460,31,317
460,36,720
461,31,535
461,49,247
461,15,943
461,28,277
461,28,246
462,14,684
462,21,84
462,25,168
462,21,26
463,49,959
463,47,876
463,18,298
463,22,223
463,15,41
464,15,771
465,11,976
465,38,618
465,34,746
465,21,281
465,19,695
466,25,171
466,7,271
467,14,522
467,12,576
467,6,214
467,38,76
467,37,871
468,11,367
468,44,404
468,17,299
468,4,721
468,9,368
469,31,91
469,19,728
470,25,702
470,34,95
471,47,595
471,11,818
471,32,40
471,31,533
472,40,196
472,1,46
472,32,210
473,3,868
473,44,506
474,38,700
474,40,843
474,22,449
475,15,493
475,19,61
475,35,126
475,44,756
475,21,283
476,7,187
476,3,491
476,37,721
477,48,169
477,24,84
477,45,434
478,44,966
478,9,802
478,14,628
478,14,900
478,26,54
479,10,833
479,15,745
480,15,236
480,43,169
480,49,991
481,17,482
482,2,236
482,42,30
482,12,482
482,48,917
482,6,149
483,13,873
483,8,47
483,2,731
484,15,534
484,12,88
485,42,634
486,34,311
486,8,55
486,6,179
486,48,898
487,46,399
487,8,17
487,13,560
487,36,856
487,31,589
488,43,869
488,21,58
488,42,44
488,31,217
489,34,727
489,13,282
489,26,593
489,20,779
490,43,40
490,21,299
490,47,23
490,40,222
491,35,745
491,44,514
492,44,531
492,29,62
492,18,818
492,33,511
492,39,469
493,20,274
493,13,997
493,28,431
494,13,291
495,30,190
496,25,913
496,26,978
496,34,345
496,22,80
497,4,659
497,1,291
497,50,162
498,42,583
498,19,230
498,20,419
499,31,930
499,3,554
499,16,896
499,49,850
500,3,438
500,38,440
500,36,342
500,15,653
500,10,937
501,25,118
502,27,877
502,21,248
502,8,749
503,28,402
504,16,424
504,44,740
504,38,858
504,23,116
504,25,336
505,3,36
505,9,84
505,17,41
505,48,322
506,1,5
506,6,227
506,2,351
506,38,471
506,7,950
507,37,345
507,35,381
508,34,584
509,45,410
509,15,18
509,31,846
509,37,380
509,11,646
510,36,928
510,21,739
510,21,256
510,9,198
511,46,197
511,1,724
511,15,728
511,48,907
512,25,309
512,35,731
512,36,819
513,15,893
513,45,907
513,16,422
514,16,741
514,49,579
514,29,121
514,33,508
514,42,204
515,31,225
515,37,315
515,37,588
515,2,825
516,39,939
516,24,795
517,42,537
518,46,785
518,17,163
519,28,885
519,50,353
519,14,912
520,2,51
520,3,274
520,28,561
520,50,714
521,14,246
521,41,929
522,37,720
522,36,521
522,13,432
522,8,252
523,18,789
523,35,829
523,2,355
523,11,66
524,9,803
524,21,682
524,39,71
524,49,783
524,16,382
525,8,153
525,44,412
526,24,625
526,19,71
527,20,854
527,29,200
527,48,812
528,25,902
528,39,831
528,20,409
529,7,706
529,38,820
529,12,220
529,37,920
529,11,893
530,29,560
531,31,483
531,30,844
531,7,41
531,36,261
532,44,32
532,14,476
533,42,901
533,36,261
533,8,630
533,3,691
533,8,620
534,2,973
534,50,417
534,20,245
534,41,25
534,43,585
535,35,960
536,28,984
536,21,203
537,46,499
537,9,273
537,35,274
538,25,879
538,49,623
538,15,568
538,47,513
539,7,391
539,11,16
539,4,681
539,44,515
539,21,156
540,42,53
540,41,862
540,16,747
541,23,196
541,2,796
541,36,703
541,26,340
541,6,84
542,11,69
543,10,315
544,8,380
544,9,642
544,5,439
544,13,473
544,34,120
545,31,715
545,7,641
545,25,154
545,2,732
545,47,489
546,43,518
546,45,814
546,25,853
546,6,262
547,17,981
547,4,123
548,49,515
548,14,665
548,23,658
548,23,155
549,21,870
549,15,952
549,3,466
549,50,116
549,50,319
550,24,482
550,41,763
550,32,163
550,49,265
550,38,71
551,9,34
551,40,20
551,17,664
551,13,338
551,39,869
552,43,473
552,32,722
553,28,964
553,38,708
553,1,119
553,27,356
554,18,245
554,46,760
554,39,341
555,29,928
555,11,901
556,15,620
556,39,126
557,10,161
557,47,699
558,49,235
558,34,87
558,1,77
558,36,246
558,3,370
559,3,616
559,15,727
559,27,83
559,19,96
560,29,980
560,40,989
560,24,497
561,14,960
561,48,33
561,42,8
561,37,669
561,32,927
562,18,459
562,11,996
562,26,908
562,28,231
562,35,225
563,42,422
563,29,782
563,41,973
563,8,274
563,46,308
564,4,388
564,49,525
564,19,87
565,14,700
566,48,663
567,50,81
567,12,752
567,32,340
568,41,816
568,43,609
569,5,719
570,17,246
570,3,442
571,16,390
571,9,261
572,43,941
572,9,691
573,3,976
573,1,622
574,23,329
574,13,680
574,27,147
574,44,881
574,23,731
575,8,524
575,18,739
575,43,2
575,5,309
575,4,961
576,19,959
577,1,281
578,10,821
578,9,210
578,21,461
579,40,665
579,25,875
580,31,664
580,12,198
580,45,841
580,47,174
581,32,705
582,5,663
582,17,972
583,41,83
583,21,192
583,8,711
583,28,455
583,42,857
584,46,164
584,31,892
585,5,570
585,33,112
585,25,237
585,9,308
585,25,363
586,8,360
586,5,227
586,38,113
586,25,280
587,2,636
587,43,68
588,17,356
589,35,327
589,12,530
589,21,767
589,49,695
590,7,800
590,26,478
590,35,672
590,23,647
591,17,913
591,15,211
591,6,562
591,8,109
592,46,88
592,12,368
592,30,793
592,2,414
593,20,466
593,11,151
593,50,946
594,34,13
594,8,148
594,7,204
594,45,114
595,28,45
595,5,584
596,4,139
596,5,46
596,36,452
596,45,899
597,8,308
597,15,37
597,17,156
597,23,897
598,5,461
598,33,261
599,32,790
600,44,447
600,22,880
600,30,322
600,37,857
601,34,533
601,29,169
601,8,108
602,6,277
602,10,877
602,7,426
602,12,829
602,8,979
603,16,429
603,2,574
603,44,262
603,17,454
604,20,913
604,13,625
604,46,586
604,5,28
605,48,795
605,21,664
605,11,213
605,49,190
606,31,973
606,31,763
606,39,90
607,41,124
607,25,764
607,16,762
608,8,737
608,6,281
609,37,867
609,36,311
609,24,881
610,50,72
610,41,807
610,15,458
610,15,599
611,44,564
611,41,667
611,44,285
611,26,95
612,19,158
612,45,533
612,1,591
612,5,908
613,8,441
613,2,404
613,37,318
614,42,980
614,9,610
614,37,511
614,18,147
615,41,777
615,32,774
615,41,629
616,47,259
616,7,455
616,15,870
616,46,365
616,11,189
617,17,737
617,41,376
617,41,383
617,13,235
618,17,544
618,50,364
619,43,829
619,25,979
619,9,385
620,37,884
621,12,205
621,46,679
621,47,228
622,11,77
622,12,632
623,18,762
624,39,800
624,30,281
624,2,509
624,21,379
624,26,628
625,24,211
625,10,995
625,21,577
626,4,698
626,19,825
626,40,56
627,11,413
627,31,635
627,50,739
627,10,909
628,31,630
629,12,56
629,9,332
629,9,735
629,48,251
630,36,964
630,1,536
631,46,790
632,8,478
632,18,782
632,39,32
633,9,780
634,5,71
634,22,259
635,4,85
636,34,261
637,17,76
637,2,903
637,31,321
638,49,281
638,9,435
639,24,34
639,19,426
639,16,689
640,18,803
640,27,822
641,18,990
642,36,599
642,17,974
642,10,218
642,9,767
642,46,299
643,29,223
643,26,501
643,38,929
643,26,472
644,48,475
645,45,489
645,10,193
645,42,532
645,49,136
646,50,819
646,48,420
646,37,289
646,4,65
647,7,954
648,49,703
649,47,374
649,9,20
649,13,160
649,23,163
649,4,61
650,21,21
651,20,941
652,33,528
653,46,425
653,6,967
653,44,607
653,22,109
653,18,797
654,42,94
654,36,742
654,19,225
655,40,138
655,35,424
656,3,331
656,28,45
656,24,120
656,41,570
656,4,998
657,10,465
658,1,999
658,33,559
658,34,778
658,45,253
658,17,819
659,2,829
659,28,398
660,34,224
660,47,950
661,32,723
661,8,72
662,29,709
663,31,248
664,14,33
664,40,25
664,8,363
664,7,950
664,23,62
665,14,54
666,11,744
666,24,13
666,23,487
666,20,896
666,21,623
667,4,824
667,9,280
667,16,698
668,1,357
669,46,674
669,25,857
670,45,583
670,12,114
670,16,725
670,37,117
670,20,512
671,32,404
671,18,26
671,13,358
671,33,163
672,20,767
673,18,932
673,21,73
674,3,253
674,35,33
674,19,110
674,44,67
674,18,652
675,30,315
675,39,144
676,6,605
676,32,260
677,18,409
678,40,540
678,9,974
678,15,28
678,41,922
679,44,366
679,27,41
679,13,221
680,35,784
680,27,445
680,2,138
680,44,817
681,43,975
682,12,918
682,6,39
683,40,485
683,44,791
683,25,365
683,10,183
684,42,869
684,26,260
684,31,22
685,39,237
685,4,564
685,9,699
685,31,207
685,34,139
686,47,355
686,28,577
686,2,829
686,20,292
687,17,780
688,16,791
689,22,820
689,6,971
690,6,196
690,3,871
690,24,757
691,21,248
692,16,861
692,35,828
692,3,309
692,41,408
693,42,953
693,27,458
694,48,199
695,35,108
696,43,391
696,24,295
696,47,386
696,41,791
696,23,921
697,1,441
698,40,487
698,32,827
698,10,274
698,40,502
698,37,417
699,4,897
700,9,120
700,27,599
700,21,326
700,9,939
701,43,596
701,5,85
702,19,856
702,31,624
703,1,357
703,30,592
703,24,190
704,4,718
704,46,399
704,8,994
704,39,127
705,7,8
705,20,968
705,48,648
706,41,338
706,16,99
706,26,89
706,49,620
706,4,432
707,9,647
708,30,808
708,22,306
709,40,176
709,13,161
709,3,697
710,43,52
710,39,28
710,24,288
710,39,848
711,10,128
711,50,28
711,45,628
711,19,962
712,16,447
712,2,487
712,39,412
712,10,363
712,30,468
713,34,592
713,33,84
713,5,280
713,45,693
713,48,356
714,43,702
715,40,439
716,38,38
716,37,47
716,38,671
716,22,508
716,6,457
717,36,988
718,30,430
718,9,805
718,4,520
719,3,88
719,13,484
720,44,864
721,32,742
721,16,114
721,36,319
721,41,428
722,24,833
722,39,191
722,25,38
722,1,768
722,47,244
723,15,79
723,35,163
723,46,840
723,16,327
723,38,229
724,18,890
724,20,95
724,33,408
724,23,415
725,14,751
725,30,335
725,9,895
726,30,533
726,36,836
726,15,491
726,37,378
727,12,228
727,25,742
727,5,44
727,27,927
727,17,287
728,7,111
728,48,937
728,14,43
728,38,130
729,30,714
729,44,239
730,36,420
731,50,989
731,21,693
732,23,165
732,46,395
732,28,553
732,13,861
732,34,54
733,28,779
734,38,526
735,21,389
735,42,287
735,49,713
735,44,7
736,40,420
736,15,582
736,47,274
736,31,904
736,40,499
737,29,127
737,41,901
738,8,551
739,38,226
739,27,362
740,29,799
740,4,552
741,11,392
741,12,848
741,17,639
742,14,619
742,22,472
743,21,517
744,20,520
744,39,88
744,23,659
745,26,889
745,40,136
745,50,157
745,35,864
745,34,778
746,39,533
747,37,761
747,36,455
747,29,573
747,44,86
748,37,711
748,46,641
748,32,184
748,22,768
749,34,631
749,1,224
749,10,109
749,1,323
749,1,432
750,44,159
750,25,640
750,13,706
750,21,954
750,23,451
751,42,282
752,49,251
752,44,11
752,50,242
753,6,532
753,43,65
753,39,528
754,8,625
755,41,466
755,22,939
755,6,477
756,15,76
756,48,65
756,44,812
756,22,345
757,4,776
758,14,64
758,36,488
758,50,330
758,17,318
759,23,201
760,10,618
760,1,625
761,27,157
762,15,890
762,37,510
763,37,260
763,44,261
764,31,720
764,18,986
765,4,93
765,22,168
765,31,108
766,27,811
766,20,61
766,33,85
766,11,231
767,10,347
768,44,343
768,25,906
768,39,396
769,22,748
769,35,161
769,8,168
769,21,796
770,24,232
770,46,946
771,28,840
772,35,53
773,20,522
773,41,761
774,39,468
774,18,690
774,12,895
775,46,943
775,22,293
775,21,732
775,14,744
775,32,310
776,25,36
776,45,557
776,28,705
777,10,646
778,9,864
779,26,591
779,18,838
779,20,567
779,36,747
779,12,9
780,32,988
780,39,835
780,43,145
781,3,628
781,27,818
